id,question,answer,explanation,explanation_summary,explanation_correct,explanation_opposite,explanation_point,category,tags,source,note
ichi-0081,昇進・昇格は常にポジティブな出来事であり、ストレス要因にはなりえない。,×,仕事の失敗・責任発生・異動・昇進（昇進うつ）・プライベートの問題なども職場のストレスに影響する。仕事以外の要因も含めて把握することが重要。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-0082,仕事上の失敗や責任の発生は強いストレス要因となりうる。,○,仕事の失敗・責任発生・異動・昇進（昇進うつ）・プライベートの問題なども職場のストレスに影響する。仕事以外の要因も含めて把握することが重要。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-0083,異動や転勤はストレスとは無関係である。,×,仕事の失敗・責任発生・異動・昇進（昇進うつ）・プライベートの問題なども職場のストレスに影響する。仕事以外の要因も含めて把握することが重要。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-0084,プライベートな問題は職場のストレスには影響しない。,×,仕事の失敗・責任発生・異動・昇進（昇進うつ）・プライベートの問題なども職場のストレスに影響する。仕事以外の要因も含めて把握することが重要。,,,,,職場環境・配慮,第4章 / 注意すべきストレス要因とその予防,個々の労働者への配慮,
ichi-0085,部下が自発的に残業している場合は、把握する必要はない。,×,管理監督者は部下の労働時間を適切に把握し、業務分担の見直しや業務効率化を図ることが求められる。自発的な残業であっても過重労働には変わりない。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0086,業務量の偏りを把握し、必要に応じて業務分担を見直す。,○,管理監督者は部下の労働時間を適切に把握し、業務分担の見直しや業務効率化を図ることが求められる。自発的な残業であっても過重労働には変わりない。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0087,長時間労働は個人の努力の表れであり、積極的に評価すべきである。,×,管理監督者は部下の労働時間を適切に把握し、業務分担の見直しや業務効率化を図ることが求められる。自発的な残業であっても過重労働には変わりない。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0088,部下の時間外労働時間の把握は人事部門の役割であり、管理監督者の責務ではない。,×,管理監督者は部下の労働時間を適切に把握し、業務分担の見直しや業務効率化を図ることが求められる。自発的な残業であっても過重労働には変わりない。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0089,情緒的サポートとは、業務上の具体的な手助けや道具・資源の提供を指すことである。,×,情緒的サポート＝共感・傾聴、情報的サポート＝情報・アドバイス提供、評価的サポート＝フィードバック・評価、道具的サポート＝具体的な手助け・資源提供。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-0090,評価的サポートとは、業務遂行に対するフィードバックや適切な評価を行うことである。,○,情緒的サポート＝共感・傾聴、情報的サポート＝情報・アドバイス提供、評価的サポート＝フィードバック・評価、道具的サポート＝具体的な手助け・資源提供。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-0091,情報的サポートとは、悩みを聞いたり共感したりすることで精神的な支えとなることを指すことである。,×,情緒的サポート＝共感・傾聴、情報的サポート＝情報・アドバイス提供、評価的サポート＝フィードバック・評価、道具的サポート＝具体的な手助け・資源提供。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-0092,道具的サポートとは、問題解決に役立つ情報やアドバイスを提供することである。,×,情緒的サポート＝共感・傾聴、情報的サポート＝情報・アドバイス提供、評価的サポート＝フィードバック・評価、道具的サポート＝具体的な手助け・資源提供。,,,,,職場環境・配慮,第4章 / 職場でできるサポート,個々の労働者への配慮,
ichi-0093,部下の病名や治療内容は、職場全体で情報共有することで支援がしやすくなる。,×,メンタルヘルス情報は要配慮個人情報であり、業務上必要な範囲で最小限の情報共有にとどめる。本人の同意を得ることが基本。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-0094,業務上必要な範囲で最小限の情報にとどめ、関係者間での慎重な取り扱いが求められる。,○,メンタルヘルス情報は要配慮個人情報であり、業務上必要な範囲で最小限の情報共有にとどめる。本人の同意を得ることが基本。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
